track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,genre_id,tempo_normalized,loudness_normalized,mood_score,transition_score,calm,happy,energetic,sad,dark,romantic,focus,hype
2kMrCPZ0o5gErBPLCRgoli,Gabrielle Aplin,Mellow Adult Pop,Heavy Heart,0,235173,0,0.451,0.7,10,-6.597,0,0.0431,0.455,0.00233,0.405,0.37,150.055,4,acoustic,0,0.5622455106674422,0.7823093323944212,0.5349999999999999,0.5985182810206212,0.2,0.3,0.6,0.3,0.1,0.2,0.4,0.3
5IjTZ1g8KrIuV97N3OQZ0V,Gabrielle Aplin,Break Up Songs,The House We Never Built,0,195213,0,0.546,0.391,2,-10.786,0,0.063,0.784,2.72e-06,0.0552,0.202,139.669,4,acoustic,0,0.5135242902444974,0.7003696966140484,0.2965,0.5866313289528486,0.6,0.2,0.3,0.4,0.1,0.3,0.5,0.1
3bHhUEOTIbezeZ856R0BX5,Eddie Vedder,Into The Wild (Music For The Motion Picture),Society,68,236306,0,0.561,0.327,11,-10.835,0,0.0327,0.902,0.000469,0.111,0.298,161.858,4,acoustic,0,0.6176139455463194,0.6994112239109598,0.3125,0.626008389819093,0.6,0.2,0.3,0.4,0.1,0.2,0.5,0.1
0wf17wsLRwnnfh241GkeH5,Gabrielle Aplin,u don't deserve me,Please Don't Say You Love Me,0,181400,0,0.479,0.541,0,-9.862,1,0.0543,0.74,0.0,0.108,0.3,85.994,4,acoustic,0,0.2617323100594824,0.7184437533008625,0.4205,0.486392021120115,0.7,0.2,0.3,0.4,0.1,0.3,0.6,0.1
3322ArxAq7wCSZI4fF77Q0,Gabrielle Aplin,Coffee Moment,Please Don't Say You Love Me,0,181400,0,0.479,0.541,0,-9.862,1,0.0543,0.74,0.0,0.108,0.3,85.994,4,acoustic,0,0.2617323100594824,0.7184437533008625,0.4205,0.486392021120115,0.7,0.2,0.3,0.4,0.1,0.3,0.6,0.1
4LGF2tDg3878bs0mQPByZ4,Eddie Vedder,Into The Wild (Music For The Motion Picture),Guaranteed,61,164500,0,0.436,0.4,7,-11.485,1,0.0272,0.904,0.00105,0.125,0.351,100.734,4,acoustic,0,0.3308783517535135,0.686696790094478,0.3755,0.4845250472826639,0.7,0.2,0.1,0.3,0.0,0.4,0.6,0.0
6Uy6K3KdmUdAfelUp0SeXn,Sara Bareilles,The Blessed Unrest,Brave,70,220573,0,0.551,0.836,10,-3.838,0,0.0524,0.00502,2.1e-05,0.0425,0.758,185.063,4,acoustic,0,0.7264697052145684,0.836277213778534,0.7969999999999999,0.7045823063310341,0.1,0.7,0.8,0.1,0.0,0.3,0.2,0.6
2z2JKNU24UEngb4joR9p8f,KT Tunstall,Slow Christmas Songs 2022,Lonely This Christmas,0,257493,0,0.409,0.153,6,-10.74,0,0.0306,0.939,2.56e-05,0.108,0.18,85.262,4,acoustic,0,0.2582984632128046,0.7012694873149071,0.1664999999999999,0.4561893168425706,0.7,0.1,0.05,0.6,0.1,0.2,0.5,0.0
2nef44o0sjJDKB1ta4S0ub,KT Tunstall,Lonely Christmas 2022,Lonely This Christmas,0,257493,0,0.409,0.153,6,-10.74,0,0.0306,0.939,2.56e-05,0.108,0.18,85.262,4,acoustic,0,0.2582984632128046,0.7012694873149071,0.1664999999999999,0.4561893168425706,0.7,0.1,0.05,0.6,0.1,0.2,0.5,0.0
0qJGlogD7AyMLAJfQ42aI2,Five For Fighting,Bookmarks,Heaven Knows,62,210612,0,0.6,0.845,10,-7.076,1,0.0311,0.048,0.0,0.24,0.392,97.631,4,acoustic,0,0.3163220310359709,0.7729397727050447,0.6185,0.5630872679136719,0.2,0.4,0.6,0.1,0.0,0.3,0.3,0.1
04JS6OitE9VGsIS3S94Osg,The Civil Wars,Slow Christmas Songs 2022,I Heard The Bells On Christmas Day,0,154440,0,0.492,0.145,2,-14.504,0,0.0422,0.872,9.68e-06,0.107,0.218,90.078,4,acoustic,0,0.2808905484772859,0.6276431351837725,0.1815,0.4668445612203527,0.8,0.1,0.05,0.3,0.1,0.4,0.7,0.0
5OGpsZeJRZ3t3MZioawcZW,The Civil Wars,Alternative Christmas 2022,I Heard The Bells On Christmas Day,0,154440,0,0.492,0.145,2,-14.504,0,0.0422,0.872,9.68e-06,0.107,0.218,90.078,4,acoustic,0,0.2808905484772859,0.6276431351837725,0.1815,0.4668445612203527,0.8,0.1,0.05,0.3,0.1,0.4,0.7,0.0
3Vnes7v746dYzBn0FJTZ1W,KT Tunstall,Alternative Christmas 2022,Fairytale Of New York,0,263866,0,0.447,0.555,2,-6.018,1,0.0349,0.218,3.46e-06,0.124,0.33,117.888,3,acoustic,0,0.4113485823654138,0.7936349588247951,0.4425,0.5506611803967363,0.4,0.3,0.5,0.2,0.1,0.2,0.6,0.2
30cYWLpVdBZVLb1cYdmcTT,The Civil Wars,Acoustic Christmas Campfire,I Heard The Bells On Christmas Day,0,154440,0,0.492,0.145,2,-14.504,0,0.0422,0.872,9.68e-06,0.107,0.218,90.078,4,acoustic,0,0.2808905484772859,0.6276431351837725,0.1815,0.4668445612203527,0.8,0.1,0.05,0.3,0.1,0.4,0.7,0.0
7sUqJ51FGSi3n7x4pYjY3v,The Civil Wars,Lonely Christmas 2022,I Heard The Bells On Christmas Day,0,154440,0,0.492,0.145,2,-14.504,0,0.0422,0.872,9.68e-06,0.107,0.218,90.078,4,acoustic,0,0.2808905484772859,0.6276431351837725,0.1815,0.4668445612203527,0.8,0.1,0.05,0.3,0.1,0.4,0.7,0.0
15BFn2VmEtonsXfNL1lUmy,The Civil Wars,Chill Christmas Dinner,I Heard The Bells On Christmas Day,0,154440,0,0.492,0.145,2,-14.504,0,0.0422,0.872,9.68e-06,0.107,0.218,90.078,4,acoustic,0,0.2808905484772859,0.6276431351837725,0.1815,0.4668445612203527,0.8,0.1,0.05,0.3,0.1,0.4,0.7,0.0
0WOFJR54wyTwLB11jcBDb1,The Civil Wars,sadsadchristmas,I Heard The Bells On Christmas Day,0,154440,0,0.492,0.145,2,-14.504,0,0.0422,0.872,9.68e-06,0.107,0.218,90.078,4,acoustic,0,0.2808905484772859,0.6276431351837725,0.1815,0.4668445612203527,0.8,0.1,0.05,0.3,0.1,0.4,0.7,0.0
1uDCw6LVMOmbZ6zRliNcNX,The Civil Wars,Christmas Country Songs 2022,I Heard The Bells On Christmas Day,0,154440,0,0.492,0.145,2,-14.504,0,0.0422,0.872,9.68e-06,0.107,0.218,90.078,4,acoustic,0,0.2808905484772859,0.6276431351837725,0.1815,0.4668445612203527,0.8,0.1,0.05,0.3,0.1,0.4,0.7,0.0
7DYsBLdOqz0z14tYWMt2Tn,KT Tunstall,Del gusto de mamá,Hold On,0,177613,0,0.661,0.937,4,-5.157,0,0.0979,0.322,1.04e-06,0.19,0.805,105.549,4,acoustic,0,0.3534657459703901,0.8104766934647809,0.871,0.6083141464783903,0.1,0.8,0.7,0.1,0.0,0.3,0.3,0.6
7cPuE0M35EajWPRO3nRcH8,KT Tunstall,OO's Music Grandi Successi,Suddenly I See,0,199040,0,0.603,0.78,0,-5.531,1,0.0438,0.139,0.0,0.164,0.693,100.499,4,acoustic,0,0.329775955566397,0.8031610038534515,0.7364999999999999,0.5786456531399495,0.2,0.7,0.6,0.1,0.0,0.3,0.4,0.2
0U32q8CZRRo7xCzyiaZw5f,Motohiro Hata,言ノ葉,Rain,58,293040,0,0.626,0.655,9,-6.69,1,0.0263,0.503,0.0,0.13,0.542,92.003,4,acoustic,0,0.2899208151164317,0.7804901903252939,0.5985,0.5654703351472419,0.6,0.5,0.3,0.2,0.1,0.4,0.7,0.1
4kQXMVjoZ9yMibLZq5Aqi5,Callum J Wright,Somebody Else (Acoustic),Somebody Else - Acoustic,50,138495,0,0.794,0.38,10,-8.769,0,0.0477,0.762,0.0,0.262,0.617,114.99,4,acoustic,0,0.3977539264068451,0.7398235627799621,0.4985,0.6438591630622691,0.6,0.7,0.3,0.1,0.0,0.4,0.5,0.1
3us8sod4dLbM9FiMiPiEY8,Andrew Belle,Black Bear (Hushed),Pieces (Hushed),59,198626,0,0.52,0.279,5,-10.739,0,0.0547,0.894,0.000105,0.103,0.0951,69.642,4,acoustic,0,0.1850242996265925,0.7012890479823172,0.18705,0.4687711158696365,0.8,0.1,0.1,0.3,0.1,0.4,0.7,0.0
1PR5pyPiOEEQ02oJYq402x,Boyce Avenue;Fifth Harmony,"Cover Sessions, Vol. 3",Mirrors,57,292566,0,0.545,0.658,1,-7.174,1,0.0474,0.496,0.0,0.105,0.683,76.971,4,acoustic,0,0.2194049875218133,0.7710228272988674,0.6705000000000001,0.5118092716068936,0.3,0.6,0.3,0.1,0.1,0.4,0.5,0.2
068qo0w1Ki0cjnFYOUhAm2,Boyce Avenue,Stand by Me,Stand by Me,60,199019,0,0.728,0.266,8,-7.322,1,0.0293,0.872,1.03e-05,0.114,0.307,115.189,4,acoustic,0,0.3986874448801905,0.7681278485221915,0.2865,0.631605097800794,0.7,0.3,0.2,0.3,0.1,0.4,0.6,0.1
2RFt6ZWQbr9mPhsft9u9eX,Gabrielle Aplin;JP Cooper,Dear Happy,Losing Me,61,181760,0,0.66,0.407,7,-8.381,1,0.0571,0.236,0.0,0.109,0.257,133.86,4,acoustic,0,0.4862739947084983,0.7474131017350312,0.3319999999999999,0.6312290321478432,0.4,0.2,0.5,0.3,0.1,0.2,0.6,0.1
59pUIlXjQupbiYwt40uUTi,Mone Kamishiraishi,chouchou,なんでもないや - movie ver.,49,349920,0,0.357,0.161,8,-10.667,1,0.0388,0.971,1.4e-05,0.358,0.325,83.449,4,acoustic,0,0.2497935939053909,0.702697416035835,0.243,0.436497003313742,0.8,0.3,0.1,0.2,0.0,0.4,0.7,0.0
0VhZ5JYfqPojSYeGWnk4dL,John Adams,You’re Beautiful (Acoustic),You’re Beautiful - Acoustic,55,204973,0,0.479,0.154,2,-11.282,1,0.0352,0.915,0.0,0.0974,0.36,147.207,4,acoustic,0,0.548885407089111,0.6906676055787022,0.257,0.5728510042226044,0.7,0.3,0.2,0.1,0.0,0.2,0.6,0.0
0ltIx8PLjtWoS9zn9PqsZW,Kitri,Hikare Inochi,Hikare Inochi,51,322146,0,0.592,0.769,2,-5.268,1,0.0311,0.319,4.66e-06,0.137,0.385,102.033,4,acoustic,0,0.3369720225920852,0.808305459382274,0.577,0.5790924939914531,0.3,0.4,0.6,0.2,0.1,0.3,0.5,0.2
7ACW42whcdOiUxiNVu7ltx,Tyler Ward,Songs From Nashville,How To Lose a Girl,46,210375,0,0.7,0.454,7,-10.39,0,0.0388,0.55,0.0022,0.121,0.34,80.011,3,acoustic,0,0.2336657722402566,0.7081157209083974,0.397,0.547260497716218,0.6,0.3,0.2,0.2,0.1,0.4,0.7,0.1
4qTHoIp62ngNDpUJwW3hZ7,Boyce Avenue,"Cover Sessions, Vol. 6",Can’t Help Falling in Love,57,131000,0,0.402,0.197,5,-10.775,1,0.0295,0.858,1.05e-06,0.114,0.148,100.044,3,acoustic,0,0.3276415289062352,0.7005848639555582,0.1725,0.4767421309539312,0.8,0.2,0.1,0.3,0.1,0.7,0.6,0.0
4VbDTk82rqWqVgoQC93CkC,Andrew Belle,Dive Deep (Hushed),Dive Deep (Hushed),58,218531,0,0.507,0.378,9,-9.019,1,0.0332,0.852,0.000212,0.0937,0.085,135.86,4,acoustic,0,0.4956560899180005,0.734933395927469,0.2315,0.5791964952818232,0.7,0.1,0.2,0.3,0.1,0.2,0.6,0.0
1pG5nd6gmfbMwUfT5shDQe,Ben Woodward,When the Party's over (Acoustic Piano),When the Party's over (Acoustic Piano),51,195945,0,0.619,0.226,4,-13.453,1,0.0641,0.959,4.42e-05,0.106,0.188,124.96,3,acoustic,0,0.4445236710262135,0.6482013966316531,0.207,0.5705750225526222,0.7,0.2,0.1,0.4,0.1,0.3,0.6,0.0
2WZyfujzMweFLnozyUJBkW,Augustana,All The Stars and Boulevards,Boston,63,245933,0,0.404,0.571,0,-5.069,1,0.0303,0.182,2.08e-05,0.129,0.29,147.01,4,acoustic,0,0.547961270710975,0.8121980321968585,0.4305,0.5880531009692779,0.2,0.3,0.6,0.3,0.1,0.2,0.4,0.3
6gijbGNDNNJgT60Aj7UCyc,Matthew Perryman Jones,Living in the Shadows,Living in the Shadows,53,212386,0,0.418,0.79,4,-6.599,0,0.0506,0.0284,9.96e-06,0.117,0.197,175.975,4,acoustic,0,0.6838374645825905,0.7822702110596014,0.4935,0.6280358918807306,0.1,0.1,0.8,0.3,0.2,0.1,0.3,0.7
5pq4v03P5PxMcnCagg4S3Z,Boyce Avenue,"Cover Sessions, Vol. 4",In Case You Didn’t Know,60,225165,0,0.633,0.299,11,-7.798,1,0.0353,0.833,0.0,0.109,0.341,147.549,4,acoustic,0,0.550489745369936,0.7588169708350448,0.32,0.647435572068327,0.7,0.3,0.4,0.2,0.1,0.3,0.6,0.1
08OjvLnGR3M0HUhcePeMNO,Andrew Foy;Renee Foy,death bed (coffee for your head),death bed (coffee for your head),47,112008,0,0.565,0.0392,1,-28.276,1,0.045,0.835,0.183,0.117,0.601,125.399,4,acoustic,0,0.4465830409246992,0.3582536236136377,0.3201,0.4566122215127789,0.7,0.5,0.1,0.1,0.0,0.3,0.6,0.0
65VhbQdqvozUntjnlFkFbZ,Kina Grannis,You Are My Sunshine,You Are My Sunshine,60,123609,0,0.664,0.0755,10,-19.836,1,0.0389,0.91,0.0,0.164,0.575,80.004,1,acoustic,0,0.2336329349070234,0.5233456565538016,0.32525,0.4736595304869417,0.8,0.6,0.1,0.2,0.0,0.5,0.7,0.0
3PG6V5yuFfo4APiovOQoRv,Ray LaMontagne;Sierra Ferrell,I Was Born To Love You,I Was Born To Love You,67,265843,0,0.65,0.271,9,-11.081,1,0.0314,0.794,6.9e-05,0.196,0.21,78.036,4,acoustic,0,0.2244009532208732,0.6945992997281067,0.2405,0.5230000843163266,0.7,0.3,0.1,0.2,0.1,0.5,0.6,0.0
5O9R57EozcpLKGQBzadPVy,Meg Birch,Life Sucks Playlist,Only Love Can Hurt Like This,43,194194,0,0.534,0.213,1,-8.64,1,0.0283,0.884,0.0,0.107,0.0998,98.385,4,acoustic,0,0.3198590809299532,0.7423468888758484,0.1563999999999999,0.5320686566019339,0.7,0.1,0.1,0.6,0.1,0.3,0.5,0.0
6ta5yavnnEfCE4faU0jebM,Catherine Feeny,Hurricane Glass,Mr Blue,54,154600,0,0.456,0.386,10,-10.293,1,0.032,0.835,0.108,0.389,0.612,165.733,4,acoustic,0,0.6357917550147298,0.7100131056471647,0.499,0.6006016202206315,0.3,0.6,0.7,0.1,0.0,0.2,0.2,0.5
7BRCa8MPiyuvr2VU3O9W0F,Joshua Hyslop,Where The Mountain Meets The Valley,Do Not Let Me Go,60,158960,0,0.409,0.234,3,-13.711,1,0.0323,0.338,5e-05,0.0895,0.145,139.832,4,acoustic,0,0.5142889310040717,0.6431547444398803,0.1895,0.5221478918146506,0.7,0.1,0.2,0.4,0.1,0.2,0.6,0.0
5ZhaKUsY68U0lgREFWfoxg,Ross Copperman,Holding On And Letting Go - Single,Holding On And Letting Go,49,319000,0,0.502,0.53,2,-9.573,1,0.0266,0.805,0.000738,0.0728,0.102,78.046,4,acoustic,0,0.2244478636969208,0.7240967861823445,0.316,0.4835148832930884,0.7,0.1,0.2,0.4,0.1,0.3,0.6,0.0
4zcMBfbQZvBSHQBGDd6gsN,JJ Heller,You Already Know,You Already Know,57,214360,0,0.496,0.117,0,-12.884,1,0.0301,0.933,0.0,0.126,0.318,78.068,4,acoustic,0,0.2245510667442252,0.6593314163879271,0.2175,0.4599608277107174,0.8,0.2,0.1,0.1,0.0,0.3,0.7,0.0
7bhHLZxkRekrNPPkEdDTbn,Ben Woodward,Believer (Remix),Believer (Remix),42,204480,0,0.585,0.724,1,-6.513,0,0.0745,0.315,0.0681,0.0448,0.333,187.484,3,acoustic,0,0.7378267314656709,0.783952428456859,0.5285,0.7022597199741766,0.1,0.3,0.8,0.1,0.2,0.1,0.2,0.7
5rwq6R0Uq0BngM3rdmCeNg,Howie Day,Stop All the World Now (Special Edition),Collide - Acoustic Version,67,277000,0,0.582,0.253,10,-11.43,1,0.0259,0.827,2.95e-05,0.091,0.294,90.186,4,acoustic,0,0.281397181618599,0.6877726268020264,0.2734999999999999,0.5170566028068752,0.7,0.3,0.1,0.4,0.1,0.5,0.6,0.0
2lxBZVbkiCXC1soks2RXwV,Ben Rector,Magic,Love Like This,61,214240,0,0.637,0.14,2,-11.472,1,0.0407,0.903,0.0,0.107,0.392,139.78,4,acoustic,0,0.5140449965286247,0.6869510787708076,0.266,0.6126653584331442,0.7,0.4,0.2,0.1,0.0,0.3,0.6,0.1
38YgZVHPWOWsKrsCXz6JyP,Matt Nathanson,Some Mad Hope,Come On Get Higher,71,215173,0,0.672,0.623,9,-5.699,1,0.0297,0.241,0.0,0.0848,0.617,92.018,4,acoustic,0,0.289991180830503,0.7998748117285762,0.62,0.5872886641863597,0.3,0.7,0.4,0.1,0.0,0.5,0.3,0.2
6XrNrp7UtGgyZcHJ0ckL0w,Rachael Yamagata,Something In the Rain (Music from the Original TV Series),"""Something In the Rain"" (Something In the Rain, Pt. 1) [Music from the Original TV Series]",49,296862,0,0.422,0.272,4,-10.772,0,0.0353,0.496,1.07e-05,0.0704,0.113,143.413,4,acoustic,0,0.5310875724766855,0.7006435459577881,0.1925,0.5512437061448244,0.7,0.1,0.2,0.4,0.1,0.3,0.5,0.0
72R0X0h8YaxYNpegeoOl0M,Parachute,The Way It Was,Kiss Me Slowly,61,235813,0,0.47,0.801,9,-6.426,1,0.0352,0.0758,3.53e-05,0.218,0.431,173.92,4,acoustic,0,0.674197361754827,0.7856542065215264,0.616,0.6432838560921178,0.1,0.4,0.8,0.1,0.0,0.3,0.2,0.6
6R6ux6KaKrhAg2EIB2krdU,Parachute,Wide Awake,Without You,61,228933,0,0.564,0.864,4,-5.121,1,0.0341,0.0761,0.0,0.182,0.534,95.984,4,acoustic,0,0.3085958756309458,0.8111808774915399,0.6990000000000001,0.5612589177074953,0.2,0.6,0.7,0.1,0.0,0.3,0.4,0.1
2D9w6sabdMCLSheW5aegwO,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),Absolutely Zero,20,339196,0,0.521,0.495,5,-7.756,1,0.027,0.128,0.0,0.296,0.116,135.061,4,acoustic,0,0.4919079428818043,0.7596385188662637,0.3055,0.5908488205826893,0.3,0.2,0.6,0.4,0.1,0.1,0.5,0.2
1Qo3taHLFSQpzLm5Sty7M4,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),Sleep All Day,22,296843,0,0.616,0.81,2,-6.51,1,0.0668,0.369,0.0,0.107,0.79,97.994,4,acoustic,0,0.3180248813164955,0.7840111104590889,0.8,0.5726786639251947,0.2,0.7,0.5,0.1,0.0,0.4,0.3,0.1
71M4QMn8nrok1KFVXwEEyU,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),You and I Both,35,218240,0,0.615,0.812,7,-6.573,1,0.0458,0.184,0.0,0.328,0.74,98.954,4,acoustic,0,0.3225282870170565,0.7827787884122606,0.776,0.5734356918097724,0.2,0.7,0.6,0.1,0.0,0.4,0.3,0.2
2PIlBukQ6limukVR8Ubb5o,Gabrielle Aplin,English Rain,Please Don't Say You Love Me,59,181400,0,0.479,0.541,0,-9.862,1,0.0545,0.737,0.0,0.108,0.321,85.994,4,acoustic,0,0.2617323100594824,0.7184437533008625,0.431,0.486392021120115,0.6,0.3,0.2,0.4,0.1,0.3,0.5,0.1
5p9XWUdvbUzmPCukOmwoU3,KT Tunstall,Eye To The Telescope,Suddenly I See,73,201706,0,0.587,0.767,0,-5.713,1,0.0449,0.225,0.0,0.112,0.664,100.38,4,acoustic,0,0.3292177209014316,0.7996009623848365,0.7155,0.5719395610954227,0.2,0.7,0.6,0.1,0.0,0.3,0.4,0.2
1uSuY2qLCbx1QB7oPUVhFG,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),Who Needs Shelter,22,192260,0,0.514,0.569,6,-7.866,0,0.03,0.601,2.21e-06,0.218,0.264,142.597,4,acoustic,0,0.5272596776312085,0.7574868454511667,0.4165,0.5995821743607918,0.3,0.4,0.6,0.2,0.1,0.2,0.5,0.3
6twvFrIoIINH8UW8EB8OnU,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),No Stopping Us,19,198855,0,0.646,0.836,1,-6.203,1,0.0327,0.301,3.23e-05,0.29,0.727,105.991,4,acoustic,0,0.35553918901169,0.7900162353539502,0.7815,0.5971851414552134,0.2,0.7,0.6,0.1,0.0,0.3,0.4,0.2
2pelUnMKr07JjJpilj9Yew,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),I'll Do Anything,24,191889,0,0.57,0.711,9,-4.155,1,0.0703,0.119,0.0,0.352,0.648,163.117,4,acoustic,0,0.623519974480701,0.8300764822095729,0.6795,0.6745321522300912,0.2,0.7,0.6,0.1,0.0,0.3,0.3,0.4
7d0bJhpp0mCYyMXaMgWyMS,JJ Heller,I Dream of You: CALM,Make You Feel My Love,57,171293,0,0.678,0.199,9,-9.785,1,0.0307,0.957,3.23e-06,0.0968,0.262,72.006,4,acoustic,0,0.1961139361642241,0.7199499246914304,0.2305,0.5313546202852182,0.8,0.2,0.1,0.3,0.1,0.5,0.7,0.0
73CbJykoV6WapWGfTeRzTl,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),The Remedy (I Won't Worry),35,256440,0,0.589,0.867,10,-4.523,1,0.0385,0.041,0.0,0.306,0.795,94.52,4,acoustic,0,0.3017281819375902,0.8228781566027031,0.831,0.5712021128467645,0.2,0.8,0.6,0.1,0.0,0.3,0.3,0.2
3ixLIO5BsTmic0Pp27FaPY,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),Too Much Food,20,221425,0,0.626,0.926,2,-4.441,1,0.0477,0.0265,0.0,0.159,0.548,99.997,4,acoustic,0,0.3274210496688119,0.8244821313303209,0.7370000000000001,0.5926343936663776,0.2,0.7,0.6,0.1,0.0,0.3,0.4,0.2
5ZetMq21bMQN5oo4TtdOxu,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),The Boy's Gone,18,255047,0,0.686,0.556,1,-8.5,0,0.0271,0.532,0.0,0.0922,0.36,112.997,4,acoustic,0,0.3884046685305762,0.7450853823132445,0.458,0.606496683614607,0.4,0.3,0.4,0.2,0.1,0.3,0.6,0.2
73oHkllHIT8fdbzpxiXW40,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),"On Love, in Sadness",19,208793,0,0.56,0.832,9,-5.595,1,0.0352,0.108,0.0,0.232,0.802,100.957,4,acoustic,0,0.331924455369373,0.8019091211392132,0.817,0.5646111921695288,0.2,0.7,0.6,0.1,0.0,0.3,0.4,0.2
4MihgVRpD82EZoT61GW63w,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),Curbside Prophet,23,214552,0,0.619,0.793,5,-5.964,1,0.0661,0.263,0.0,0.0828,0.892,177.991,4,acoustic,0,0.6932946165537688,0.7946912348649335,0.8425,0.7023286171395675,0.1,0.8,0.7,0.0,0.0,0.3,0.2,0.5
1BECZPXBXzobsfmlzj0g3I,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),"Tonight, Not Again - Live",19,264280,0,0.56,0.278,3,-12.501,1,0.0921,0.733,0.0,0.112,0.594,102.187,4,acoustic,0,0.3376944439232168,0.6668231520059464,0.436,0.5215058653097211,0.6,0.5,0.2,0.1,0.1,0.4,0.7,0.1
14vExHBkh1prEAN94wZug8,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),"Tonight, Not Again",18,289041,0,0.595,0.805,8,-7.926,1,0.0543,0.0167,1.06e-05,0.0691,0.359,102.44,4,acoustic,0,0.3388812789672188,0.7563132054065684,0.5820000000000001,0.5633981614579291,0.2,0.6,0.5,0.1,0.0,0.3,0.4,0.1
0fzCtVM9D5UEwiLqcY8Ouq,Eddie Vedder,Into The Wild (Music For The Motion Picture),Hard Sun,65,322080,0,0.438,0.827,8,-6.531,1,0.0328,0.0512,0.000402,0.319,0.645,143.377,4,acoustic,0,0.5309186947629144,0.7836003364434794,0.736,0.5841730104021313,0.1,0.6,0.7,0.1,0.0,0.3,0.2,0.5
6IF2P93LkyW4GqDQu1yS7H,Susie Suh;Robot Koch,Here with Me,Here with Me,55,238971,0,0.582,0.375,1,-13.277,0,0.0329,0.702,0.0631,0.136,0.106,129.909,4,acoustic,0,0.4677396656221266,0.651644074095808,0.2405,0.5671279132393116,0.6,0.1,0.4,0.3,0.1,0.2,0.5,0.1
34dnNAUoIPcwnK0RtVMBWZ,Tyler Ward;Lindsey Stirling;Kina Grannis,"Tyler Ward Covers, Vol. 5",The Scientist,47,276575,0,0.453,0.295,7,-12.881,1,0.0291,0.518,0.00011,0.293,0.14,146.022,4,acoustic,0,0.543326515677481,0.659390098390157,0.2175,0.551905538022546,0.6,0.1,0.3,0.5,0.1,0.3,0.4,0.1
5aDpULK8MbJmHl42kR5KNI,Howie Day,Stop All The World Now,Collide,56,249120,0,0.636,0.625,11,-7.895,1,0.0277,0.222,5.35e-05,0.119,0.342,93.931,4,acoustic,0,0.2989651548983918,0.7569195860962775,0.4835,0.5639615803315565,0.4,0.3,0.3,0.2,0.1,0.3,0.5,0.1
1fI1TMpz7FVkpoYBhmiywp,Eden Elf;Ren Avel,get better,get better,53,111734,0,0.639,0.201,7,-16.613,0,0.0526,0.907,2.26e-05,0.124,0.4,88.107,4,acoustic,0,0.2716444936483215,0.5863896876161414,0.3005,0.499011393754821,0.7,0.3,0.1,0.2,0.0,0.3,0.6,0.0
23Mcmg5O8rBKAOzxvrTjnD,Kitri,Hikare Inochi,Sympathy,49,210760,0,0.69,0.423,2,-9.194,0,0.0294,0.883,0.0123,0.111,0.59,130.121,4,acoustic,0,0.4687341677143339,0.7315102791307239,0.5065,0.6300814822816859,0.3,0.6,0.5,0.1,0.0,0.4,0.3,0.2
0gVbkmFqq5fIkXtJJ3UTfM,Boyce Avenue;Rachel Grae,Let It Go,Let It Go,51,255688,0,0.599,0.349,1,-9.269,1,0.0301,0.819,0.0,0.112,0.444,147.913,4,acoustic,0,0.5521972866980653,0.730043229074976,0.3964999999999999,0.6270801719243471,0.4,0.3,0.6,0.1,0.0,0.2,0.5,0.1
00DuOxungwHwVUX2m37P0P,Chord Overstreet,What You Need,What You Need,53,181786,0,0.519,0.264,0,-11.171,1,0.0601,0.918,0.000253,0.237,0.192,140.354,4,acoustic,0,0.5167376578537519,0.6928388396612092,0.228,0.5761921658383203,0.7,0.2,0.1,0.3,0.0,0.2,0.6,0.0
2WD93lsfJonaKtrQtpLB2R,Andrew Belle,Nightshade,You're the Sea,56,174546,0,0.573,0.624,1,-9.076,0,0.0324,0.471,0.117,0.114,0.529,161.025,4,acoustic,0,0.6137063028915618,0.7338184378851006,0.5765,0.6401749135922207,0.2,0.5,0.7,0.1,0.0,0.3,0.4,0.3
7njTGO45SkaBTNu35t2Yq0,Rachael Yamagata,"One Spring Night (Original Television Soundtrack), Pt. 1",No Direction,47,234330,0,0.654,0.821,7,-5.472,1,0.0264,0.00666,0.00299,0.228,0.613,111.958,4,acoustic,0,0.3835306700692398,0.8043150832306397,0.717,0.6139485844332931,0.2,0.6,0.5,0.3,0.1,0.4,0.4,0.2
6ivkBaxvclVhwZDE2uwldj,Cary Brothers,Under Control,Belong,51,255600,0,0.426,0.399,0,-8.447,1,0.034,0.761,0.00112,0.118,0.217,115.979,4,acoustic,0,0.4023933724879439,0.746122097685973,0.308,0.5248384900579723,0.7,0.2,0.2,0.4,0.1,0.3,0.6,0.1
