track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,genre_id,tempo_normalized,loudness_normalized,mood_score,transition_score
6QTzHZXdsLnbAJC0IcO7oH,Horcas,Por Tu Honor,Indiferencia,21,216280,0,0.398,0.93,8,-3.408,0,0.0603,7.66e-05,1.55e-05,0.137,0.382,145.697,4,heavy-metal,50,0.541801925205937,0.844688300764822,0.656,0.5948300753235863
25MSxQfbmtsuZdHy7yXFqU,Jo Ann Castle,It's Ragtime!,12Th Street Rag,10,137000,0,0.62,0.415,10,-14.143,1,0.0458,0.639,0.887,0.173,0.969,119.648,4,honky-tonk,52,0.4196048261497757,0.6347045361187723,0.692,0.5581031207561827
49kzqgBFwtTpcH63KIMgXR,Larry Heard,Love's Arrival,Direct Drive,9,431590,0,0.808,0.753,4,-9.914,0,0.0526,0.000229,0.873,0.0899,0.504,119.997,4,chicago-house,13,0.4212420017638338,0.717426598595544,0.6285000000000001,0.648889533453126
24Y8E5pBFXPoFsHOCGHw9i,K. S. Harisankar;Pragathi Band,Gathi,Kaantha,18,236441,0,0.571,0.608,2,-9.68,0,0.0345,0.155,0.000266,0.55,0.522,84.992,4,malay,69,0.2570318803595218,0.7220037947694775,0.565,0.516678558376333
5JuEJHeydYTaObYY1h9MgA,Tom Petty,Обратно в клас - rock,Free Fallin',0,255680,0,0.619,0.504,5,-11.562,1,0.025,0.0614,0.0,0.06,0.568,84.335,4,singer-songwriter,99,0.2539498620832003,0.6851906187039102,0.536,0.5193801602623701
2OTcKbUQwBiBrjmpPuti3z,Jimmy Eat World,Surviving: Phoenix Sessions,All the Way (Stay),23,207627,0,0.578,0.68,7,-10.253,1,0.0447,0.00172,0.0,0.0864,0.718,136.062,4,power-pop,82,0.4966036815341602,0.7107955323435635,0.6990000000000001,0.5951330712925745
2qUForbzu0TbONfTH0mMEq,Dempagumi.Inc,ワレワレハデンパグミインクダ,絢爛マイユース,20,261372,0,0.502,0.919,7,-4.376,1,0.0469,0.00149,0.000878,0.311,0.681,200.074,4,j-idol,61,0.7968870208094871,0.8257535747119692,0.8,0.7082135318404855
3tTstc3Hxf38kS7UNHKRZk,Reekado Banks;KiDi,Piano Boards w Y2J (DJ Mix),Ozumba Mbadiwe (Remix) (Mixed),0,113011,0,0.787,0.749,8,-10.028,1,0.0579,0.448,0.00147,0.146,0.737,112.949,4,dancehall,21,0.3881794982455481,0.7151966825108073,0.743,0.6301253935854518
1tGq9MNEmWGevwtiBCdrbk,Charlie Puth;Jung Kook;BTS,CHARLIE,Left and Right (Feat. Jung Kook of BTS),66,154486,0,0.881,0.592,2,-4.898,1,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,4,dance,20,0.3323982511774529,0.8155429063239636,0.6555,0.6763137191671388
5EVDHVJTvfCTqYemafJw2K,Jay Mohr,American Treasure,Tracy Morgan at the Improv,19,167068,1,0.564,0.494,2,-12.62,1,0.96,0.846,0.0,0.682,0.523,61.442,3,comedy,18,0.1465577092676336,0.6644954325841598,0.5085,0.4583510472839311
0PKEQjnGn0LmPjozJ3t4MF,Karthik Rao,Kota Factory: Season 1 (Music from Tvf Original Series),Main Bola Hey!,56,153000,0,0.646,0.33,0,-14.582,1,0.0339,0.75,0.000384,0.123,0.499,84.995,4,indie,56,0.2570459535023361,0.6261174031257946,0.4145,0.5097211188760435
35kEnfVW2j1OERw8W3Fxtl,The Go-Go's,Fiesta temática 80s,This Old Feeling,0,186400,0,0.43,0.883,9,-8.881,1,0.0616,0.00346,0.00502,0.137,0.69,140.251,4,j-pop,62,0.5162544799504625,0.7376327680300452,0.7865,0.5612957493268359
2ZQusuN8tjDmYf6KrLfcQy,Ernest Tubb,Texas Honky Tonk,I Ain't Goin' Honky Tonkin' Anymore,12,155893,0,0.693,0.298,0,-12.428,1,0.0324,0.633,0.0,0.234,0.825,101.587,4,honky-tonk,52,0.3348798153603662,0.6682510807268742,0.5615,0.5653769653624136
5LuRYJZpdnZNImhtgbmmKY,Cursed Kingdom,The Wasteland,Hatred Hell Within,0,236080,0,0.373,0.973,11,-6.813,1,0.229,0.000146,0.00786,0.205,0.0393,174.974,4,iranian,59,0.6791417259302347,0.7780842282338672,0.50615,0.6100753180547006
5RjOdVrGkXEo1hEaAlHgq4,Prateek Kuhad,Prateek Kuhad,A Shot of Alcohol,33,168586,0,0.647,0.447,4,-9.886,1,0.0302,0.667,0.0859,0.107,0.662,90.013,4,songwriter,102,0.2805856303829771,0.7179742972830232,0.5545,0.5485199758886669
6Mmfn16y9FPXhjvneVFE9e,Joachim Pastor,Goodbyes,Goodbyes,39,466935,0,0.707,0.519,9,-12.566,0,0.039,0.665,0.9,0.109,0.166,123.999,4,minimal-techno,73,0.4400155742780476,0.6655517086242981,0.3425,0.6041890943007819
5wuxZ6UBwAsZpRfQuEVyzw,Sam Tinnesz;Zayde Wølf,Man or a Monster (feat. Zayde Wølf),Man or a Monster (feat. Zayde Wølf),51,205343,0,0.495,0.529,2,-6.04,0,0.0296,0.316,0.000146,0.222,0.452,81.961,4,blues,8,0.2428133150695212,0.7932046241417757,0.4905,0.5103393130704323
2qGihe72sYAOwt2w5EjtNp,Jacky Cheung,真愛 新曲 + 真正精選,一千個傷心的理由,52,276000,0,0.585,0.369,7,-12.23,0,0.0278,0.663,1.62e-06,0.278,0.182,134.058,4,mandopop,70,0.4872028221342389,0.6721240928740488,0.2754999999999999,0.5814423050027625
2rvQ8M4T6rbpc2c63pwNMu,Lamb of God,Sacrament,Descending,54,215240,0,0.494,0.969,2,-3.5,1,0.0905,7.94e-05,4.42e-05,0.0736,0.129,93.185,3,groove,43,0.2954656333852475,0.8428887193631046,0.5489999999999999,0.544118117582784
6KhAXXgDtEEahVzATvFNcn,BTS,MAP OF THE SOUL : 7,Moon,70,208589,0,0.704,0.646,6,-6.658,1,0.0596,0.0104,0.0,0.191,0.64,141.87,4,k-pop,65,0.5238492860225545,0.7811161316824129,0.643,0.6696551392349891
3K0JVvLb44T6LaZJghKjLN,my little airport,只因當時太緊張,失落沮喪歌,36,147057,0,0.64,0.835,2,-6.557,1,0.0259,0.00221,0.0403,0.0832,0.621,98.974,4,cantopop,12,0.3226221079691516,0.7830917590908201,0.728,0.5819046223533239
3Cx85bEA3r0Z6z1A5cYCxx,Wildstylez,Digital Age 006,Back 2 Basics - Original Mix,27,335017,0,0.623,0.924,11,-4.342,0,0.0699,0.00817,0.0977,0.289,0.243,149.971,4,hardstyle,49,0.561851462668643,0.8264186374039082,0.5835,0.6704233666908505
5UAtcDuXrfjU2jUtnEtYMZ,Amelie Lens,In My Mind EP,In My Mind,46,388551,0,0.672,0.916,1,-7.439,1,0.0494,0.000212,0.887,0.109,0.149,139.992,4,techno,109,0.5150394986208319,0.7658392504352248,0.5325,0.6509595830186856
3zHWt6lPS3u7Sf549r8UR4,René LaVice;BullySongs,Play with Fire,Part of Me (feat. BullySongs),15,249797,0,0.302,0.768,9,-2.081,1,0.0494,0.000928,0.033,0.0922,0.0317,172.857,4,drum-and-bass,27,0.6692107781509766,0.8706453064178549,0.39985,0.6139520281896105
7EMxCYKxcJ0tk8t8fBTzCw,Kevi Jonny;Pablo,Até o Último Gole,Chave de Choro,47,179112,0,0.755,0.702,2,-4.028,1,0.0812,0.31,0.0,0.101,0.718,129.941,4,forro,35,0.4678897791454787,0.8325606869706395,0.71,0.6851501553720394
7oa8CQV3oVrY8jgPGPDnyb,yunusemre;Şekersiz,istanbulla değil sorunum,istanbulla değil sorunum,38,241999,0,0.578,0.398,4,-9.277,0,0.0264,0.748,0.000139,0.073,0.169,110.015,4,turkish,112,0.3744159645732084,0.7298867437356962,0.2835,0.5607675694363016
75B4aRb2mpubbZNG6YMeur,alva noto;Ryuichi Sakamoto,DJ-Kicks (DJ Tennis) [DJ Mix],Aurora - Mixed,13,302050,0,0.507,0.0454,5,-28.97,0,0.0576,0.857,0.955,0.109,0.0757,119.95,4,idm,54,0.4210215225264105,0.3446785204311171,0.06055,0.4242333476525092
2XscepwIaSZQOFsgbIJU6J,Magneto,La Historia De Magneto,"Mira, Mira, Mira (Yummy, Yummy)",30,187866,0,0.761,0.718,2,-10.947,1,0.0372,0.00768,1.5e-05,0.106,0.969,131.028,4,spanish,104,0.4729889478918431,0.697220429161043,0.8434999999999999,0.6437364590176288
0MtRspmmNTRJa4Ebd2AMuN,Johann Sebastian Bach;Lang Lang,Classical Christmas 2022,"Christmas Oratorio, BWV 248: X. Sinfonia (Arr. Anna Saradjian)",0,157400,0,0.499,0.059,7,-20.969,1,0.0546,0.995,0.89,0.0889,0.171,82.472,4,german,39,0.245210440395549,0.5011834203783032,0.115,0.4151312869246173
4dfKkLkiQsPr6DNux83BC3,Candi Staton,Gourmet Soul,Young Hearts Run Free,0,249293,0,0.646,0.693,7,-8.08,0,0.0436,0.162,5.79e-06,0.263,0.825,115.514,4,soul,103,0.4002120353517346,0.7533008626254327,0.7589999999999999,0.5998376326590558
4SAjPkyGsN5NNWOtxYQ9zR,Jamie Cullum,Weihnachten Playlist,So Many Santas,0,208413,0,0.508,0.706,1,-6.294,1,0.0475,0.15,0.0,0.376,0.479,114.842,4,j-pop,62,0.3970596513613419,0.7882362146196429,0.5925,0.564431955326995
5AFJu2ztDpjULgkrdM0zVi,Faime,Rain,Rain,44,160555,0,0.737,0.423,6,-10.838,0,0.0357,0.346,0.000152,0.0872,0.244,108.035,4,chill,15,0.3651276903158013,0.6993525419087299,0.3335,0.6004934107415104
1nLF4GpaJe54kjjBVxIBRS,Bathory,Blood Fire Death,A Fine Day to Die,48,516266,0,0.232,0.931,9,-8.804,1,0.0808,0.00413,0.756,0.0927,0.0371,122.684,4,black-metal,6,0.4338468466778,0.7391389394206129,0.48405,0.4683285953661376
56wJwDGoTKNeM9yKo4EmFB,Phil Coulter;Trad Arr,Serene Classics,Morning Has Broken,20,171160,0,0.479,0.336,4,-9.361,1,0.0316,0.952,0.877,0.0923,0.261,113.284,3,opera,76,0.3897509991931397,0.7282436476732587,0.2985,0.5323315489554661
171luCSfSTBnaIVnfTVbS6,Melike Şahin,Merhem: İlk Konserler (Live),Nasır (Live @ Zorlu PSM),42,269354,0,0.551,0.478,10,-10.58,0,0.0378,0.526,0.0,0.288,0.523,98.056,4,turkish,112,0.3183157262679901,0.7043991941005027,0.5005,0.524571640122831
1SeAOwpppNBBf9Wn9g7NgE,Leonce,Penetration Testing,Penetration Testing,15,302769,0,0.799,0.968,7,-7.343,1,0.0484,2.98e-06,0.907,0.16,0.1,129.99,4,club,17,0.4681196404781115,0.7677170745065822,0.534,0.678278904994898
0mrCdxUUgTRzv6AGxDEPeL,Freddy Fresh,Badder Badder Schwing,La Lyrica,11,256519,0,0.822,0.858,1,-9.222,1,0.208,0.00922,0.0415,0.915,0.318,100.298,4,breakbeat,10,0.3288330549978421,0.7309625804432447,0.588,0.6272652118136955
1CFOh8cEHWX5Qd6HMGZ2EV,Jorge Muñiz,Azulejos 3,Medley Tatuajes/Tu Cárcel,29,324026,0,0.793,0.386,5,-10.839,1,0.029,0.855,0.00024,0.188,0.752,100.017,4,rock-n-roll,91,0.327514870620907,0.6993329812413199,0.569,0.6066159506207423
20uRKbaqAVJRGyGE6mr6Oi,Johann Sebastian Bach;Daniel Hope;Lorenza Borrani;Lucy Gould;Stewart Eaton;William Conway;Enno Senft;Stefan Maass;Stefan Rath,Classical Christmas,"Suite No. 3 in D Major, BWV 1068: II. Air",0,301333,0,0.169,0.049,2,-23.409,1,0.0385,0.956,0.017,0.15,0.0799,136.065,4,classical,16,0.4966177546769744,0.4534553918979715,0.06445,0.3730243821916486
31iW5Yzn4Z39NvSD5csT2s,Netsky,2,Come Alive,47,250060,0,0.455,0.863,9,-3.259,0,0.116,0.000524,0.274,0.171,0.344,172.995,4,drum-and-bass,27,0.6698581427204323,0.8476028402089079,0.6034999999999999,0.65748699430978
3uoVlnV2ocLYuKfTBJ2n8A,Wolfgang Amadeus Mozart;Una Bourne,"Mozart, Liszt & Others: Piano Works","Divertimento in D Major, K. 334: III. Menuetto - Trio (Arr. S. Palmgren for Piano Solo)",0,210386,0,0.278,0.123,2,-23.707,1,0.0422,0.993,0.739,0.355,0.511,78.59,3,classical,16,0.2269997935939053,0.4476263130097999,0.317,0.3175420355345684
51aWcGyeE65qRwCeJRNVtw,Kruelty,Slow Death,Slow Death,20,183760,1,0.506,0.973,7,-4.023,1,0.125,0.165,0.0269,0.391,0.218,160.056,3,hardstyle,49,0.609160677762558,0.8326584903076891,0.5955,0.6492730560234157
3Z8FwOEN59mRMxDCtb8N0A,Marshmello;Halsey,Be Kind (with Halsey),Be Kind (with Halsey),77,172761,0,0.63,0.633,4,-7.088,1,0.0457,0.00776,0.0,0.0541,0.452,93.995,4,electro,31,0.2992653819450959,0.772705044696125,0.5425,0.5673234755470736
2bQA5NdKMwfXc2R1M7nr5y,Nusrat Fateh Ali Khan,Love and Devotion,Biba Sada Dil Morr De,42,435560,0,0.47,0.526,1,-14.041,1,0.0787,0.263,4.76e-05,0.185,0.608,109.577,4,folk,34,0.3723612857223274,0.6366997241945894,0.567,0.4930203366389722
0Ky7JyHcnmJsCecMAYChcO,André Rieu;Johann Strauss Orchestra,Falling In Love,The Lonely Shepherd,54,208133,0,0.166,0.287,2,-12.622,0,0.0352,0.817,0.853,0.0944,0.0745,72.843,4,opera,76,0.2000403430094008,0.6644563112493398,0.18075,0.3434988847529135
2bKwMCgSPNmR0gU31ZKX79,Oleg Pogudin,Я сохраню слова любви,Побудь со мною,2,166693,0,0.261,0.0452,6,-21.244,0,0.0429,0.935,1.71e-06,0.211,0.131,79.371,3,romance,93,0.2306635017732159,0.4958042368405609,0.0881,0.3291559128712589
19TSNGmvdTtlxYn4YqYUMf,Alan Walker;David Whistle,Routine,Routine,57,166973,0,0.641,0.824,6,-3.706,0,0.0272,0.0624,0.0621,0.258,0.257,115.003,4,electro,31,0.3978149100257069,0.8388592218766503,0.5405,0.6258913773007858
2WIwmd809qDTOn4UJgDnNi,Steve Angello;Laidback Luke;Robin S,Show Me Love,Show Me Love - Radio Edit,61,184846,0,0.654,0.856,5,-4.197,1,0.0586,0.517,0.0,0.128,0.574,129.928,4,progressive-house,83,0.4678287955266169,0.829254934178354,0.715,0.6503612432349902
3miK9jRBLWxcmzGwSnLtk3,Ochre,National Ignition,Awaiting the Green Morning,11,269000,0,0.548,0.417,1,-13.465,1,0.038,0.708,0.662,0.0732,0.134,112.985,3,idm,54,0.3883483759593191,0.6479666686227334,0.2754999999999999,0.5281050148606842
1thR2sfJj6FasYaXHQ98e4,Juan Magán;Mala Rodríguez,Perreo Tenebroso Vol. 3,Usted,0,233746,0,0.666,0.826,0,-4.093,1,0.0625,0.017,0.0,0.285,0.343,104.701,4,latin,67,0.3494877376015611,0.8312892435889913,0.5845,0.6155923270635175
6lMP5o8aLczm4PrV1WkuJY,Los Prisioneros,"Ni Por La Razón, Ni Por La Fuerza (Edición Especial)",La Noche,35,207960,0,0.309,0.585,8,-8.931,0,0.0458,0.117,0.000416,0.364,0.551,68.205,4,ska,100,0.1782832642185652,0.7366547346595466,0.5680000000000001,0.4079793329593706
0puqSsCdrsmI3HRlpRF5SB,Kool & The Gang,80s Bangers Vol. 1,Celebration,1,298640,0,0.857,0.782,1,-5.633,1,0.0657,0.139,0.0357,0.0495,0.899,120.763,4,funk,37,0.4248353442290732,0.8011658157776342,0.8405,0.6943337200022359
60iHyQYixwVazsifgD9yNq,Sirenia,Nine Destinies and a Downfall,One By One,24,330292,0,0.409,0.942,11,-4.472,0,0.0848,0.000608,0.0729,0.123,0.141,92.459,4,goth,41,0.2920599328241983,0.8238757506406118,0.5415,0.50831189448827
3urkfnML0dfP4UIO9SBSUN,Rudimental;Jess Glynne;Macklemore;Dan Caplen,Coffee Chill,These Days,1,211760,0,0.654,0.798,0,-4.084,1,0.045,0.188,0.0,0.15,0.576,92.209,4,edm,30,0.2908871709230105,0.831465289595681,0.687,0.5921174868395638
7MB82aWojKYntOXvQUogZM,Calcinha Preta,"Fica Comigo, Paulinha, Vol. 17",Como Vou Deixar Você?,51,188800,0,0.517,0.933,4,-3.988,0,0.0678,0.222,2.51e-06,0.48,0.63,180.11,4,sertanejo,97,0.7032349464282364,0.8333431136670383,0.7815000000000001,0.6845260200317581
2BG97EQecLERHxQM53r2pL,Alan Menken;London Symphony Orchestra;John Williams,The Hollywood Sound,Pocahontas- Theme: Colors of the Wind,26,296706,0,0.0895,0.0612,7,-26.14,1,0.0389,0.822,0.871,0.312,0.0917,81.406,4,disney,26,0.2402097836488844,0.4000352092013379,0.07645,0.2432483309500741
5O1Tt1xcebq5NyFvQRADiv,Porty,22,22,34,146667,0,0.726,0.589,5,-11.084,0,0.0576,0.421,0.00142,0.11,0.0398,134.969,4,emo,33,0.4914763665021671,0.6945406177258768,0.3144,0.6373389947426813
3yQeMeo2fQp6zI5pWi3kY7,Sarah Oliveira,Sarah,Dependente,28,125000,0,0.537,0.46,1,-5.791,0,0.0296,0.419,0.0,0.232,0.154,133.957,4,groove,43,0.486729026326159,0.7980752303268587,0.307,0.6072680855510059
2nfLyJIa0B1Lf5K87Xewzc,Lasse Stefanz,Evergreen,Evergreen,39,212453,0,0.546,0.711,11,-6.392,1,0.0283,0.0765,0.00358,0.151,0.482,96.987,4,ska,100,0.3133009963785111,0.7863192692134654,0.5965,0.5485400885306588
73bhxlCJIK9bwH0miqSxw9,Chuck Berry,On air 70's Hits,Route 66 - Stereo Remix,1,170173,0,0.755,0.642,10,-11.849,1,0.0566,0.564,0.000105,0.0443,0.969,79.768,4,rockabilly,92,0.2325258476723021,0.6795767071572483,0.8055,0.5557008516098502
5Y1JDF28qQDml25pVadnzb,Tristam;Braken,Frame of Mind,Frame of Mind,58,274285,0,0.435,0.725,1,-6.969,1,0.0609,0.0424,3.89e-06,0.105,0.397,174.989,4,dubstep,29,0.679212091644306,0.7750327641179117,0.5609999999999999,0.6297482852540726
4KEK72ojf54uZlzcHxOG6b,Shivered,Journey to Fade,Red Sky,1,242627,0,0.461,0.934,7,-4.79,1,0.0571,1.03e-05,0.00242,0.555,0.592,180.026,4,iranian,59,0.7028408984294373,0.8176554584042407,0.763,0.660498785611226
4iYTXFt6VEqN5EDIiFPuGf,Sweet Little Band,Mozart Para Bebês,Pequeña Serenata Nocturna 1er Movimiento K525,30,362997,0,0.491,0.322,7,-11.724,1,0.0354,0.741,4.34e-05,0.134,0.523,128.78,4,children,14,0.4624434728763626,0.6820217905834948,0.4225,0.5451550878199525
4CKddvnUs8qmE2ymL7Q33L,Balsam Range,Five,From A Georgia Battlefield,22,297146,0,0.497,0.409,5,-7.755,1,0.029,0.852,0.0,0.077,0.386,78.825,4,bluegrass,7,0.2281021897810218,0.7596580795336736,0.3974999999999999,0.4949200897715651
34SGmn1mPnpAj1sRKYQGUH,Louis Armstrong;The Commanders,Weihnachten Playlist,"'Zat You, Santa Claus? - Single Version",0,169092,0,0.683,0.514,5,-9.168,0,0.252,0.325,0.0,0.161,0.654,122.097,4,jazz,64,0.4310932017338111,0.7320188564833832,0.5840000000000001,0.6153706860723981
4xAMacCHE7J3Mv875tIYWa,OneRepublic,Weihnachtspop 2022,White Christmas,0,126513,0,0.439,0.448,5,-8.447,1,0.0303,0.152,0.0,0.21,0.163,108.184,3,piano,79,0.3658266564089091,0.746122097685973,0.3055,0.5169829180316273
0Eudle2XKKlA3LRyGsHGvb,Валерий Агафонов,Вам девятнадцать лет…,Снился мне сад,0,163973,0,0.367,0.129,11,-16.798,0,0.0428,0.979,0.171,0.116,0.0585,62.87,3,romance,93,0.1532565252472182,0.5827709641452966,0.09375,0.3676758297975049
33gpMXRcFSeHqeLhcAUiWY,Amores Tangos,Orquesta de Carnaval,Ausencia,16,240160,0,0.448,0.133,7,-11.943,0,0.0324,0.866,0.654,0.107,0.365,99.782,4,tango,108,0.3264124744337905,0.6777380044207109,0.249,0.4840501596181671
3pdRzJHE1RtP62sY7rad67,Carlos Gardel,Los Exitos De Sus Peliculas,Amargura,25,153106,0,0.571,0.156,3,-9.633,1,0.1,0.987,0.000172,0.306,0.556,66.772,4,tango,108,0.1715609930009569,0.7229231461377461,0.356,0.4884947130462343
3VTQZWhvI8cwzjoSAJzcED,Cardi B,On Chill - Rap & RnB,Be Careful,0,210787,0,0.835,0.561,6,-8.248,0,0.4,0.0264,0.0,0.095,0.499,152.152,4,dance,20,0.5720826374946052,0.7500146705005575,0.53,0.7190324359983875
1iaurKazxJHZw93AKY2DRE,Leidy Murilho;Talita Barreto;Asaph,Força Pra Encarar,Força Pra Encarar,28,181766,0,0.656,0.404,11,-7.836,1,0.0531,0.378,0.0,0.108,0.4,113.082,4,groove,43,0.38880340757698,0.7580736654734659,0.402,0.6009590243501487
2kIawdmEzVhR9F0Z8EsOns,"Bobby Cruz;Ricardo ""Richie"" Ray",Felices Pascuas,Bomba en Navidad,38,306760,0,0.648,0.748,10,-7.49,1,0.0635,0.747,0.00138,0.261,0.95,109.384,4,jazz,64,0.3714559135346105,0.7648416563973162,0.849,0.5947658566439755
3m7YQXwHjGyjbtW9KT4P8g,Sly & Robbie,Beenie/Bounty,"Dancehall Queen (feat. Beenie Man, Chevelle & Franklyn)",28,273186,0,0.881,0.803,10,-7.029,0,0.0987,0.00874,5.8e-05,0.281,0.627,102.819,4,dub,28,0.3406591860094196,0.7738591240733133,0.7150000000000001,0.6651727700275777
17TL9yOtBcUaq4dwq4WBa8,Valentín Elizalde,Ebrio de Amor,Esta Cobardia,48,149465,0,0.544,0.649,1,-5.225,1,0.0548,0.706,1.9e-06,0.272,0.845,137.746,4,r-n-b,87,0.5045034057005611,0.8091465680809028,0.747,0.6192166579271546
68oZTWrQDccWDf4y9UpBXk,Norah Jones,Slow Christmas Songs 2022,It's Not Christmas 'Til You Come Home - Recorded At Spotify Studios NYC,0,192420,0,0.473,0.068,0,-20.033,1,0.0315,0.892,0.00216,0.105,0.262,93.777,3,j-pop,62,0.2982427335672602,0.519492205074037,0.165,0.430244979547099
34LfKSiRgJbMDVT99DQwfI,Snoop Dogg;DJ Drama;Stressmatic,Gangsta Grillz: I Still Got It,I'm From 21st Street,10,195837,1,0.707,0.601,10,-5.061,0,0.171,0.0467,0.0,0.177,0.357,103.084,4,funk,37,0.3419023136246786,0.8123545175361383,0.479,0.6204189437202724
7LmSHOk78FKRQIP6IS6uxa,Zhoobin Askarieh;Ali Sasha,Liberation,Matrix,0,383534,0,0.35,0.831,0,-9.522,1,0.0451,0.282,0.873,0.146,0.33,86.981,4,iranian,59,0.2663623740453717,0.7250943802202531,0.5805,0.4471522514218748
5tE6O5aR5b7krAkQnPrkYC,Solomun,Dance Baby,Hypnotize,45,402520,0,0.887,0.378,11,-9.184,0,0.0756,0.00295,0.832,0.101,0.386,125.001,4,minimal-techno,73,0.4447160039780083,0.7317058858048237,0.382,0.6878072965942773
2QczXDHtchuZSBVg8fliPn,Feid;Dalex,Halloween 2022 Perreo Vol. 3,Ron - Remix,3,187720,0,0.764,0.685,8,-5.548,0,0.0599,0.27,0.0,0.318,0.925,82.027,4,latino,68,0.2431229242114348,0.8028284725074819,0.805,0.6033171322396389
57x3MBUs9IE0vlZVDtrYax,Tracy Morgan,Bona Fide,Brooklyn,22,138930,1,0.385,0.951,6,-4.562,1,0.714,0.489,0.0,0.969,0.106,178.79,4,comedy,18,0.6970427635899649,0.8221152905737144,0.5285,0.6347193513878931
0Jonr4Mb95BeP3gVX9KHcS,Gabriela Rocha,Até Transbordar (Ao Vivo),Me Aproximou - Ao Vivo,42,316013,0,0.345,0.697,9,-6.562,1,0.0376,0.0481,0.0,0.266,0.105,147.876,4,gospel,40,0.5520237179366896,0.7829939557537703,0.4009999999999999,0.5600058912301532
6b6HudhUkFIvlDjyuhiEBE,Sikdope;LOUD ABOUT US!,Slow It Down,Slow It Down,48,188800,1,0.534,0.904,11,-4.159,0,0.0712,0.00541,0.647,0.158,0.0999,149.883,4,dub,28,0.561438650479425,0.829998239539933,0.50195,0.6418122966731193
3qb2j5e55StDIf1FK8SE8C,K. S. Harisankar;Shweta Mohan,Kaalam Azhagai - Ward-126,Kaalam Azhagai,21,213448,0,0.565,0.61,0,-6.004,0,0.0429,0.35,9.44e-05,0.207,0.555,94.936,4,malay,69,0.3036796577411667,0.7939088081685347,0.5825,0.5541961553032339
2ULADEPozZxudqEj5qsxnj,Lauana Prado,Elevador (Ao Vivo),Elevador - Ao Vivo,51,167124,0,0.764,0.764,4,-3.226,1,0.0369,0.345,0.0,0.837,0.718,104.952,4,sertanejo,97,0.3506651905503536,0.8482483422334369,0.741,0.6543045109279303
5wBLDkxVvclanSitx5jq8e,Hollywood Undead,Swan Songs,Undead,70,265053,1,0.512,0.943,2,-5.185,0,0.106,0.0138,0.0,0.261,0.485,163.128,4,metal,71,0.6235715760043532,0.8099289947773017,0.714,0.6485001902605516
7hynhxDoDpgMIV12JuVtNa,J Balvin;Bad Bunny;Marciano Cantero,OASIS,UN PESO,83,277106,0,0.627,0.675,5,-7.125,0,0.213,0.125,0.0,0.0784,0.961,79.31,4,latino,68,0.2303773478693261,0.771981300001956,0.8180000000000001,0.5431195492904274
0rMBAlhS6GMaeOauCk1aeP,Nelson Ned;Tropkillaz;Hot;Oreia,Crianças Selvagens,Domingo,35,213866,0,0.656,0.786,1,-5.02,0,0.306,0.458,0.00246,0.212,0.642,180.115,4,rock-n-roll,91,0.7032584016662601,0.8131565048999471,0.714,0.7241383021887358
1aDEvcVmHXw37fsnOL1RE9,Hank Williams,The Complete Hank Williams,Little Paper Boy,11,181866,0,0.505,0.267,7,-11.234,1,0.0364,0.927,1.88e-06,0.151,0.368,135.627,3,honky-tonk,52,0.4945630758260934,0.691606517614381,0.3175,0.5637231978134915
5mXkwFSEKXMDikxK6x6lDv,Michael Bublé,Coffee Moment,Love You Anymore,0,182666,0,0.693,0.257,6,-7.785,1,0.0356,0.869,0.0,0.11,0.603,90.014,4,jazz,64,0.2805903214305818,0.7590712595113744,0.43,0.5775538603139854
2sqjKXJLawkjZmH4FU1e97,Paolo Plaza,Más Fuerte,Quedate,28,234893,0,0.637,0.792,1,-6.629,0,0.0359,0.541,0.0126,0.314,0.891,162.043,4,salsa,95,0.6184817893531984,0.7816833910373022,0.8415,0.6790550601301669
3ufMt1JWzgGeJ1rvGjeGbX,Daddy Yankee,Feliz Cumpleaños con Perreo,RUMBATÓN,1,248768,0,0.685,0.909,3,-4.034,0,0.0396,0.0471,0.0,0.35,0.922,95.004,4,reggaeton,89,0.3039986489782898,0.8324433229661796,0.9155,0.6071473239814899
6l7D7gpltHZOBXVzXjaA9t,Özgün,Aşık,Aşık,38,209995,0,0.704,0.871,2,-6.114,1,0.0514,0.159,0.0,0.154,0.95,132.006,4,turkish,112,0.4775767924492897,0.7917571347534378,0.9105,0.6577779757342425
5wwQmWZtmEoV8XSm05zQvA,Anupam Roy,Piku,Teri Meri Baatein,49,328384,0,0.653,0.554,5,-8.156,1,0.0243,0.157,1.23e-06,0.172,0.455,99.974,4,songwriter,102,0.3273131555739027,0.7518142519022749,0.5045000000000001,0.5773758024920592
36xBFaVGjqm7le8CTHytUj,Bring Me The Horizon,POST HUMAN: SURVIVAL HORROR,Parasite Eve,65,291812,1,0.589,0.797,9,-5.464,1,0.15,0.0289,4.35e-06,0.383,0.232,102.489,4,metalcore,72,0.3391111402998517,0.8044715685699195,0.5145000000000001,0.577527569623257
