track_id,artists,album_name,track_name,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,calm,energetic,happy,sad,dark,romantic,focus,hype
3lUwCryVobacobYrN5f2Je,Celldweller,Celldweller (Deluxe Edition),Switchback,0.44,0.834,-6.655,0.0412,1.76e-05,0.000131,0.284,0.356,112.932,0.140317,0.771207,0.700308,0.338435,0.912469,0.168437,0.193978,0.684984
77XOYoYeK1CoTfnKUIXTjk,Lamb of God,As The Palaces Burn,Vigil,0.326,0.949,-5.027,0.12,0.0002,0.00115,0.091,0.12,106.145,0.120457,0.721957,0.468572,0.420773,0.952005,0.142640,0.272626,0.757027
0cDWCh9u46tQ4fN833vR9L,Crazy Ken Band,樹影,The Roots,0.679,0.399,-8.215,0.0369,0.465,0.0,0.1,0.705,82.021,0.721632,0.519774,0.816615,0.264826,0.755301,0.593144,0.609659,0.286659
5N1ede3QcEvtJNtM1een6B,Thaikkudam Bridge,Fish Rock,Fish Rock,0.579,0.767,-6.916,0.0399,0.00475,0.0,0.394,0.475,149.975,0.181625,0.883608,0.742865,0.212319,0.918605,0.072832,0.536229,0.891987
2c8I6RNicR89mlT3ZSzsu2,Kiasmos,Bloomingdale 2020 - Mixed by The Palindromes & Dave Winnel (DJ Mix),Blurred - Mixed,0.808,0.515,-12.577,0.042,0.486,0.874,0.119,0.104,113.995,0.548089,0.759209,0.190227,0.680205,0.870707,0.466886,0.957129,0.730531
2oWex6rYoQ7Bl2D9zG8d3F,Fela Kuti,The Best of the Black President,Water No Get Enemy,0.641,0.926,-7.718,0.0572,0.11,0.0246,0.09,0.883,90.934,0.088901,0.822481,0.949820,0.049894,0.671567,0.347446,0.441742,0.837555
38oFd1l8b5fkXSgKCjiWxT,Atención Atención,Vamos a Bailar,Cheki Morena,0.758,0.724,-5.61,0.0892,0.208,0.0,0.0541,0.953,110.022,0.114109,0.814751,0.940237,0.131173,0.567745,0.684262,0.500799,0.802442
0P73ytAPCC75fK8uXryskh,Cassiane,Não Pare Agora,Não Pare Agora,0.521,0.534,-7.343,0.04,0.436,0.0,0.129,0.168,138.119,0.379703,0.722067,0.509464,0.690291,0.877755,0.327940,0.726645,0.797260
0EyPK7qor5t10aO8ddptlB,Los Solitarios,Colección De Oro,Nunca Digas,0.339,0.632,-9.629,0.0317,1.47e-05,0.00845,0.457,0.773,93.362,0.368958,0.445988,0.800601,0.084116,0.618378,0.274015,0.180951,0.686518
4IcLNRtHFMTEAvoLklnZjA,Easton Corbin,Mientras hago aromaterapia,A Girl Like You,0.733,0.768,-4.481,0.0354,0.0197,1.03e-06,0.0643,0.83,105.006,0.120431,0.888782,0.946595,0.098554,0.577962,0.293127,0.414088,0.734825
2ov8L95QD25TLpZAZPYWXL,Ozzy Osbourne,Blizzard Of Ozz (40th Anniversary Expanded Edition),Mr. Crowley,0.307,0.748,-6.514,0.0568,0.212,0.000153,0.368,0.347,108.227,0.345239,0.693565,0.598022,0.547911,0.814596,0.248270,0.168528,0.532147
2ZUEopklc3lUm4OXUPB6WS,Bethel Music;Brandon Lake,Too Good To Not Believe (Live),Too Good To Not Believe - Live,0.355,0.734,-8.221,0.0509,0.00177,0.0,0.0965,0.237,143.964,0.215819,0.868070,0.332483,0.498352,0.914635,0.081151,0.289968,0.691392
2MgcPgxFvAlJCVITsEghCI,Ruffneck;Yavahn;Sharam Jey;Kolombo,Everybody Be Somebody: All The Classics And...,"Everybody Be Somebody - Sharam Jey, Kolombo Remix",0.875,0.511,-6.677,0.0474,0.204,0.0445,0.139,0.587,122.169,0.276033,0.781112,0.788889,0.207081,0.650941,0.259362,0.407888,0.746349
3nkc3rqJAiudzkWTK4luep,YOU LOSE,No Rules,No Rules,0.325,0.969,-2.994,0.0945,0.000608,0.00527,0.276,0.219,154.328,0.026060,0.846033,0.606230,0.439483,0.880709,0.084298,0.209602,0.821326
10Q819dtkrkh0edVOZWC84,Alfie Boe,Bring Him Home,Tell Me It's Not True - From 'Blood Brothers',0.219,0.441,-9.51,0.0339,0.848,2.6e-05,0.0959,0.152,125.018,0.571178,0.780932,0.133771,0.942940,0.692986,0.496046,0.690042,0.618338
6PIltGJHvV1bfAwl4JhMk4,Every Time I Die,Ex Lives (Deluxe Edition),I Suck (Blood),0.225,0.974,-3.919,0.184,6.88e-06,1.55e-05,0.259,0.343,130.399,0.065999,0.931076,0.538391,0.307725,0.926246,0.066233,0.252278,0.761431
1xUl4v2uK0hi7ZT3fF7ZII,Ingrid Andress,Never Leave - Country Magic,Blue,0.488,0.175,-9.5,0.0491,0.952,1.01e-06,0.105,0.201,117.291,0.870189,0.458353,0.289207,0.958294,0.591280,0.897701,0.806507,0.472188
6suYoN4gFkanqOBn5yRnJC,Cavetown,Animal Kingdom,Boys Will Be Bugs,0.486,0.528,-11.722,0.0463,0.00387,1.4e-05,0.106,0.452,178.519,0.157172,0.690651,0.821001,0.331724,0.759960,0.134409,0.575953,0.838511
03B8ZXUmuDpf59j5PIMFHq,Wolfgang Amadeus Mozart;Heinz Holliger;Academy of St. Martin in the Fields;Kenneth Sillito,Mozart - All Day Classics,"Ma che vi fece... Sperai vicino, K.368: 1. Andantino",0.29,0.049,-24.072,0.0555,0.98,0.753,0.108,0.114,76.473,0.963503,0.193526,0.064436,0.971692,0.754027,0.885445,0.938616,0.086919
2qjM3qghmU9gU2BvNQlIav,Rustage;Frazer,Joker (Gotham City),Joker (Gotham City),0.813,0.9,-5.012,0.282,0.297,0.0,0.232,0.316,95.0,0.286852,0.822395,0.714592,0.433842,0.877891,0.131668,0.393419,0.919972
7LtT7h4dgF37YSPf8FipNP,Dunamis Music;Rapha Gonçalves,Outro Na Fornalha,Outro Na Fornalha,0.501,0.672,-6.249,0.0318,0.000643,1.31e-05,0.0984,0.125,135.053,0.158683,0.799428,0.499049,0.792563,0.956840,0.131725,0.320002,0.740826
6p7NrRPfrrcOUI1pPHJ7cU,Busta Rhymes,Rap Homage,Bladow!!,0.765,0.705,-7.39,0.28,0.0398,0.0005,0.0392,0.642,88.316,0.434699,0.751189,0.912076,0.311214,0.773521,0.349666,0.266762,0.724862
7ifOnwJC0oH7cfbJQbUye1,Celtas Cortos,Cuentame Un Cuento,20 de abril,0.611,0.866,-5.135,0.0285,0.0274,2.89e-05,0.278,0.826,114.016,0.093994,0.945362,0.924810,0.121083,0.511096,0.205115,0.446975,0.876746
7lPM8uXuIO5MDWv6L0TPaZ,for KING & COUNTRY,Burn The Ships,"Fight On, Fighter",0.616,0.641,-6.696,0.0354,0.0104,0.0,0.0813,0.134,107.979,0.125259,0.882830,0.434837,0.480113,0.920028,0.200148,0.493888,0.622071
5ivhfpfnoHhD8rUI2t3aJG,Eir Aoi,D'AZUR,IGNITE,0.414,0.972,-2.41,0.258,0.00721,0.0,0.3,0.395,170.957,0.030610,0.922259,0.745924,0.229387,0.911852,0.037590,0.122688,0.880871
4JuKzBOcFT6ZDX1bINNI1C,Royal Blood,Hot Mix Pop,Honeybrains,0.523,0.8,-5.243,0.101,0.00537,0.0,0.398,0.604,125.886,0.165107,0.859607,0.871563,0.206255,0.898413,0.217231,0.158042,0.798726
3RDWPnDrE0GTOaYTqpeX3X,Ed Solo;Deekline,No No No,Hail Up The Lion,0.634,0.891,-6.856,0.0522,0.000197,0.000167,0.182,0.537,176.02,0.039064,0.968593,0.881870,0.208406,0.861716,0.096873,0.184312,0.836709
1RouRzlg8OKFeqc6LvdxmB,Maluma,F.A.M.E.,Felices los 4,0.766,0.756,-5.861,0.132,0.213,0.0,0.349,0.716,94.027,0.275200,0.912077,0.962609,0.321907,0.846291,0.462557,0.231239,0.890507
4lDYedHtcFwkMTVwpdSRUN,DJ Snake;Burna Boy,Carte Blanche,No Option (feat. Burna Boy),0.631,0.877,-4.072,0.0345,0.00837,1.09e-05,0.204,0.876,150.162,0.046768,0.863132,0.958951,0.092155,0.793078,0.265461,0.326181,0.861777
2bCsFEdKi0EXK8GWSkNClD,Chuy Lizarraga y Su Banda Tierra Sinaloense,Mudanzas A La Luna,Las Güilotas,0.729,0.899,-1.492,0.0468,0.423,8.44e-05,0.106,0.974,145.095,0.044342,0.961406,0.960646,0.045467,0.543256,0.270729,0.486501,0.952614
1RPyzOPdcg0QhVOlkOJzty,Romanthony;Oliver Dollar,Let Me Show You Love (2013 Remixes),Let Me Show You Love - Oliver Dollar Remix,0.867,0.876,-6.81,0.106,0.00276,0.784,0.0697,0.624,124.008,0.096571,0.936959,0.819098,0.277248,0.847228,0.331576,0.807250,0.901696
5YTAptJrRRYMCTEax5KyhI,DJ Ruffneck;SPLT SCND,BazeFaze (SPLT SCND RMXS),BazeFaze - SPLT SCND INTERLUDE RMX 4,0.503,0.935,-5.676,0.0738,0.00473,0.077,0.389,0.188,150.038,0.089800,0.917355,0.539436,0.540939,0.966883,0.098745,0.186419,0.906062
6xEjSe0vNCKMtIs5pbVSjW,Aseem,Tu Main,Tu Main,0.697,0.299,-11.315,0.0415,0.766,5.87e-05,0.364,0.338,139.898,0.830379,0.736737,0.407955,0.837162,0.750928,0.773623,0.674290,0.629608
3YgQmd3NhIymCCDmMpIX5w,Claude VonStroke;Barry Drift,I’m Solo,I'm Solo,0.82,0.682,-8.146,0.0514,0.0196,0.804,0.104,0.439,123.976,0.091616,0.868157,0.863632,0.284813,0.827934,0.222125,0.810935,0.871324
3aDhgouoRk6awklXL4QBGQ,Chester Young;Castion,PYRO,PYRO,0.718,0.977,-1.824,0.0668,0.143,0.0318,0.374,0.259,125.983,0.179680,0.939755,0.790574,0.238980,0.893330,0.158579,0.318654,0.899301
2qgXrzJsry4KgYoJCpuaul,The Local Train,Aalas Ka Pedh,Choo Lo,0.512,0.695,-6.349,0.0271,0.0265,0.00815,0.146,0.351,145.957,0.143433,0.899547,0.626303,0.257271,0.922582,0.206291,0.542927,0.761722
1U6nlCjzE08CrfxufRo1Bc,Stephen Sondheim;A Little Night Music Original Broadway Cast Ensemble;Harold Hastings,A Little Night Music (Original Broadway Cast Recording),A Little Night Music: A Weekend in the Country,0.56,0.396,-10.27,0.0825,0.931,0.0,0.153,0.604,113.565,0.814578,0.652869,0.703045,0.706783,0.302994,0.916914,0.639110,0.723706
7e38sajG53PZsyKRDX8OAR,Bebe Rexha,US Pop 20s,Sabotage,0.562,0.565,-5.111,0.044,0.438,0.0,0.138,0.208,89.862,0.505580,0.602884,0.486303,0.834089,0.919469,0.377001,0.552832,0.714708
77u3cpprulNjIUYkjYwlhU,Ellie Goulding,Del gusto de mamá,Starry Eyed,0.51,0.816,-5.331,0.0352,0.13,8.66e-06,0.224,0.588,149.929,0.192761,0.930230,0.658372,0.262501,0.786014,0.214955,0.417798,0.834200
1hsbxu82J3uqLyvd5qxhdC,Hillsong Worship;Integrity's Hosanna! Music;Darlene Zschech,Shout to the Lord (Live),Jesus Lover of My Soul - Live,0.476,0.396,-10.916,0.026,0.31,0.0,0.658,0.199,72.157,0.689806,0.458080,0.231202,0.863408,0.748430,0.358167,0.612655,0.456956
4xPfKBa4fKf8O8NHctfdyI,D'banj,Africa Rising Vol.3,Shoulda,0.762,0.742,-5.161,0.0367,0.288,0.000145,0.0971,0.912,110.001,0.276383,0.863758,0.934144,0.156166,0.603832,0.361294,0.551862,0.893117
0qskt9mMS5koGAjytKOBzD,Matt Large,Knowledge Is Power,A Smoke and a Pancake,0.784,0.88,-6.298,0.0629,0.118,0.841,0.11,0.8,90.988,0.059105,0.866204,0.967781,0.062653,0.762628,0.240268,0.911439,0.877625
0xCeGlvwV32WdwkbJKuyGW,Alex Ceesay,Resurrected,Glömmer aldrig bort dig,0.529,0.398,-14.927,0.24,0.0918,0.0,0.0698,0.203,75.385,0.467943,0.467038,0.596369,0.622358,0.853933,0.515646,0.648724,0.418399
0KLlwu3u2VYM8K3Exg6aIO,Dimmi;Zeeba,"Chill Executive Officer (CEO), Vol. 21 [Selected by Maykel Piron]",Found U,0.773,0.646,-5.15,0.0401,0.0034,0.00054,0.188,0.535,121.994,0.301492,0.777896,0.918925,0.321372,0.844894,0.195072,0.440888,0.769581
1zpJLInz6gwWPmkigI4zoc,Ceephax Acid Crew,Box Steady,Eurozone,0.755,0.975,-4.897,0.0338,0.00123,0.801,0.17,0.554,133.006,0.040723,0.917658,0.939306,0.154195,0.834337,0.230992,0.766904,0.856182
0VF7YLIxSQKyNiFL3X6MmN,The Neighbourhood,Chip Chrome & The Mono-Tones (Deluxe),Stargazing,0.512,0.483,-7.798,0.0298,0.00304,0.0011,0.12,0.367,160.009,0.289902,0.853130,0.540453,0.482467,0.878312,0.179873,0.567390,0.698955
31yDpJjmuvXqALS2U48HKs,Oscar Mbo;C-Blak,Groovy Since 90 Sumthin',Groovy Since 90 Somethin,0.725,0.797,-8.048,0.0359,4.97e-05,0.555,0.0972,0.377,120.0,0.171475,0.895583,0.824241,0.238456,0.873643,0.172607,0.728694,0.897697
6VcsrxdEnAMC4u6u9ssjse,Jeito Moleque,Me Faz Feliz (Ao Vivo),Para Tudo - Ao Vivo,0.31,0.73,-10.903,0.0501,0.416,3.9e-06,0.876,0.583,145.331,0.411790,0.881022,0.608242,0.359792,0.815659,0.591472,0.267366,0.798999
5qCcAxWwbiQIEOOsogAajT,Novo Som,Herói dos Heróis,Pra te Conduzir,0.492,0.489,-6.342,0.0287,0.402,3.44e-05,0.116,0.0904,140.037,0.585974,0.670402,0.239979,0.797009,0.831856,0.165559,0.554023,0.647601
3UaQy1ix1NtWK6rh63PVkn,Stevie Wonder,Happy Haunted Halloween Tunes,Superstition - Single Version,0.637,0.745,-8.607,0.0748,0.0173,0.000554,0.0372,0.859,100.384,0.212646,0.854100,0.921010,0.112374,0.771839,0.485042,0.293461,0.636450
4EofI2VbCtXKZU0MlgBr1k,Nobukazu Takemura,Scope,Icefall,0.364,0.47,-17.925,0.0342,0.942,0.951,0.104,0.425,162.769,0.707833,0.648788,0.376944,0.770307,0.376706,0.793023,0.980752,0.826195
5BiS6PxemC60bAn6CZmacz,Oyh!,Pass The Dessert,Pass The Dessert,0.727,0.227,-17.031,0.285,0.637,0.59,0.158,0.383,134.916,0.869243,0.561381,0.689316,0.548572,0.451222,0.708864,0.854393,0.487454
09FYielISRGvCiJVplF81B,Anuel AA;KAROL G,Fiesta portatil,Secreto,0.807,0.803,-4.156,0.126,0.6,0.0085,0.136,0.706,91.982,0.475364,0.880744,0.929911,0.418726,0.787668,0.506344,0.677197,0.922593
0ICLbQyVK7TaGKfAdPBCFa,for KING & COUNTRY,Crave,Love's to Blame,0.471,0.551,-6.897,0.0326,0.188,0.0,0.133,0.195,135.866,0.370268,0.781560,0.478450,0.761904,0.774732,0.126904,0.470959,0.669609
22oU174hVHEZ1FssSXSS0d,Grupo Fundo De Quintal,Do Fundo do Nosso Quintal,Do Fundo do Nosso Quintal,0.66,0.85,-6.456,0.117,0.54,1.46e-06,0.224,0.912,109.32,0.462747,0.896099,0.931762,0.161279,0.554378,0.575748,0.482615,0.889623
643KA1xhBJCulImSKjxSBN,John Dahlbäck;Agnes,10's Dance Classics,Life (Diamonds In the Dark) - Feenixpawl Remix,0.778,0.66,-5.003,0.0617,0.00506,0.486,0.0474,0.162,127.977,0.108279,0.837046,0.669415,0.270877,0.929083,0.154163,0.741744,0.853395
4cIDajUp2dMjKiDmDvFDg8,Oceanvs Orientalis;Be Svendsen,Indoor Voyager EP,Tarlabasi - Be Svendsen Remix,0.854,0.599,-12.259,0.0604,0.206,0.861,0.0899,0.216,114.001,0.266303,0.837127,0.701817,0.524297,0.844805,0.244516,0.863674,0.786856
38Z3z5CfZXylRZ1XebToJc,Silvanno Salles,20 Melhores Recordações,Frentista,0.771,0.869,-3.52,0.0336,0.664,0.0,0.147,0.933,139.144,0.261054,0.919154,0.912877,0.196655,0.603349,0.688021,0.552663,0.927222
0VzBKgimNRMauaqzT2rEnS,Spice;Shaggy;Sean Paul,Go Down Deh (feat. Shaggy and Sean Paul),Go Down Deh (feat. Shaggy and Sean Paul),0.817,0.8,-4.475,0.108,0.12,3.9e-05,0.187,0.534,90.016,0.303801,0.883224,0.884349,0.255683,0.786457,0.274273,0.385576,0.777853
4NfmgQBtbe0YesCwGHU8Ne,LANKS,twentyseven,Bitter Leaf,0.8,0.528,-4.425,0.106,0.326,2.63e-05,0.116,0.423,144.955,0.314390,0.883565,0.791662,0.233651,0.869729,0.276751,0.468680,0.777704
7aLh3kqOguvlZQdBioa5cP,Eduardo Araujo;The Fevers,O Bom,O Bom,0.681,0.831,-6.45,0.0739,0.315,0.0,0.0627,0.887,141.414,0.119441,0.932579,0.951165,0.093728,0.534757,0.411599,0.614810,0.856203
7BqCXqDOZxpSZir10oz8RF,The Wiggles,The Best of The Wiggles,Come on Down to Wiggle Town,0.74,0.664,-5.626,0.0758,0.0376,0.0,0.13,0.772,139.979,0.189842,0.844455,0.905155,0.155835,0.888927,0.186420,0.645245,0.727639
1tBRvypHC7yuyxsVLm9ZIA,Mastifal,Rock Podrido (Covers),Que sea Rock,0.484,0.846,-4.493,0.207,0.000194,0.00387,0.0922,0.491,154.968,0.069659,0.911301,0.906530,0.252284,0.843625,0.119164,0.202133,0.891785
2vOAHp8PBBFYqvQUWSoITY,Mrs. GREEN APPLE,Attitude,インフェルノ,0.533,0.918,-2.095,0.0616,0.00894,0.0,0.643,0.662,92.504,0.101671,0.840440,0.885200,0.145074,0.865645,0.102925,0.154654,0.873040
4AJ99UeL45ibxRT7GzMWqS,Laura Story,Great God Who Saves,Grace,0.699,0.304,-11.567,0.029,0.764,0.0,0.141,0.457,104.143,0.782576,0.639631,0.528972,0.752620,0.492883,0.746450,0.616888,0.568696
0b60pJt8WY8mMfVzsCwfz4,PASSEPIED,もののけだもの,もののけだもの,0.653,0.798,-4.57,0.231,0.284,4.86e-06,0.069,0.766,183.992,0.044823,0.888384,0.884703,0.179873,0.739038,0.219693,0.542230,0.826259
7J5d8EHVjEYbMgOXGi0PKD,Papa Khan,Get To U,Get To U,0.673,0.737,-5.444,0.0586,0.0713,0.0,0.102,0.179,144.928,0.131907,0.889731,0.570212,0.430519,0.910081,0.071483,0.380505,0.912887
2FHF6hx8qegq0wHqCgGISh,Star Darlings,Wish Now,Wish Now,0.609,0.762,-5.118,0.0592,0.00478,0.0,0.0723,0.607,154.944,0.081706,0.829218,0.843259,0.176761,0.796860,0.097396,0.291073,0.927314
7feSbMqJGg9yL0s6ypxy9S,Duran Duran,Decade,Girls on Film,0.708,0.855,-6.301,0.0931,0.00548,0.0477,0.0447,0.656,131.955,0.036438,0.902521,0.914829,0.150304,0.777844,0.234806,0.529497,0.865944
6W96SrxH05Z4mMKBecUOXS,AMARIA BB,What's Done in the Dark,Take It,0.747,0.552,-5.247,0.225,0.172,0.000886,0.155,0.494,83.925,0.269952,0.598309,0.641951,0.306993,0.855199,0.465291,0.281898,0.642437
1yj5peLptaD52rdZ7imRPJ,De Doelleazen;Henk Wijngaard,Hé Suzie,Nachtrijders - Radio Cut,0.578,0.958,-4.567,0.0554,0.00366,0.0123,0.258,0.666,190.012,0.040561,0.911593,0.949375,0.077529,0.862746,0.048298,0.221584,0.968158
3VSH4Sf48KMwRzt788M5B7,Damares,Apocalipse,Apocalipse,0.596,0.752,-2.41,0.0497,0.444,0.0,0.141,0.529,145.961,0.168238,0.892123,0.830893,0.438802,0.694028,0.384520,0.594983,0.748335
1R6eZlhLv81JqiDH9gi05e,Carlos Gardel,TANGO Latino – Por una cabeza vol. 02,Desden,0.748,0.238,-12.565,0.156,0.99,0.000404,0.399,0.587,120.277,0.772183,0.543976,0.643831,0.694469,0.269846,0.933376,0.587104,0.300110
0zoEMUSUYLuZteAxG2QEez,Nacha Pop,"Románticas 80s, 90s, 2000s",Lucha De Gigantes,0.308,0.617,-7.652,0.0311,0.051,0.000151,0.111,0.122,169.683,0.175317,0.771463,0.422000,0.679381,0.897527,0.133757,0.519819,0.670221
4g3o3KScQl3MVW8THLDBVQ,Ace Aura;Voicians,UMBRA,UMBRA,0.438,0.953,-2.085,0.152,0.0126,0.00394,0.104,0.124,149.871,0.068051,0.936421,0.633314,0.552670,0.973393,0.165239,0.441416,0.860020
5oMLOe7ams9wPzBiQLt6Na,Danny Olson;Jadelyn,Fix You,Fix You,0.379,0.6,-6.89,0.0406,0.0117,0.00505,0.114,0.0874,140.035,0.117141,0.537074,0.286846,0.724328,0.926307,0.111502,0.474187,0.666585
7uCBGNn991AM68fR4tSDco,The Score,Carry On,Born For This,0.411,0.675,-6.251,0.0591,0.063,0.0,0.092,0.545,130.134,0.218296,0.613186,0.676868,0.323047,0.714694,0.176273,0.487717,0.551229
0YPRVJzRmpp3UnejEGaKVq,The Smith Street Band,More Scared Of You Than You Are Of Me,Birthdays,0.489,0.865,-3.334,0.061,0.12,0.0,0.117,0.373,108.125,0.107939,0.784128,0.623582,0.336775,0.793554,0.115895,0.337778,0.883113
5zJoKPj2KqgO7pyJPqhoYa,Axwell,Barricade,Barricade - Radio Edit,0.736,0.966,-3.567,0.0954,0.000642,0.0564,0.0921,0.0751,128.033,0.075925,0.959430,0.654058,0.656262,0.972243,0.083301,0.529554,0.875022
4LMWqY6n9uZxJxqmuCyBzD,Ernest Tubb,The Definitive Collection,Letters Have No Arms,0.728,0.271,-10.226,0.0313,0.698,0.0,0.623,0.631,126.463,0.820126,0.741505,0.688740,0.679939,0.376364,0.582841,0.585163,0.609761
0CeEwrS98KNBkuP8kZ9yPY,Kemuel,Graça,Graça,0.413,0.68,-8.236,0.0335,0.00543,0.000162,0.522,0.118,137.904,0.350164,0.917191,0.359669,0.584647,0.911200,0.138086,0.252197,0.611447
6w5aPn3t2c2dYid5zaItjf,Zed Yun Pavarotti,Beauseigne,Mon frère,0.663,0.445,-7.364,0.0306,0.217,0.0,0.104,0.28,120.115,0.457901,0.710522,0.275783,0.727458,0.789139,0.316652,0.803391,0.682000
5FeIwnHme2zk6YJMyd6odO,Shane & Shane,Psalms,Psalm 145,0.314,0.264,-15.305,0.0417,0.698,0.0,0.101,0.454,92.669,0.855192,0.139067,0.381529,0.807940,0.648204,0.779710,0.598761,0.270053
4k2AjlWruIygEiZyJEy01I,Os Paralamas Do Sucesso,Acústico (Live),Tendo A Lua - Ao Vivo,0.492,0.794,-5.823,0.046,0.196,2.62e-06,0.873,0.683,167.815,0.096780,0.961611,0.930491,0.197336,0.875439,0.230529,0.240412,0.808847
0ydR92kMvsKzbHskETB2QR,Delit Quirion,Quand je te vois,Quand je te vois,0.135,0.00723,-34.017,0.0416,0.992,0.9,0.0789,0.106,75.275,0.981810,0.070549,0.072263,0.985614,0.541401,0.930290,0.982515,0.081667
1oZztsvCFx6dkjm8ws5v4O,Mes Souliers Sont Rouges,Tape la galoche (Ou quand le public s'en s'melle),M'en va-t'à la fontaine,0.715,0.696,-9.901,0.54,0.828,0.0,0.492,0.721,118.682,0.534826,0.803580,0.766857,0.475212,0.561077,0.689382,0.179729,0.802824
4SvPnO208C9aXb0I4VZyFa,Masters of Ceremony,Oldschool Hardcore Volume II,A Way Of Life,0.723,0.716,-11.396,0.0786,0.13,0.515,0.0745,0.414,167.524,0.149691,0.872736,0.897393,0.463053,0.758609,0.068013,0.826793,0.836099
4fM2DdT03XruTYZfIvALUv,Os Mutantes,"""Mutantes""",Não Vá Se Perder Por Aí,0.322,0.925,-3.266,0.196,0.487,0.0,0.34,0.596,169.618,0.088416,0.921612,0.707692,0.359801,0.781047,0.206351,0.333852,0.785999
3i9uGfgo9kXoRUNAl3M8Mr,Feid,Esto me suena a Farra,Ferxxo 100,0.705,0.562,-3.378,0.0674,0.257,0.0,0.137,0.569,163.893,0.228304,0.880877,0.766780,0.440592,0.642501,0.366058,0.579737,0.920820
2NEMHuhxoYu13Kw96stZC7,Carl Smith,The Essential Carl Smith,I Overlooked an Orchid,0.55,0.187,-12.243,0.0333,0.883,0.000591,0.299,0.373,116.858,0.879185,0.346799,0.243172,0.889601,0.455544,0.649777,0.738543,0.327495
4LwBxSuZQUJ6kKD1qbcQK7,Zion & Lennox;J Balvin,Tropical Vibes,Otra vez,0.829,0.772,-5.43,0.104,0.0559,0.000488,0.44,0.702,95.995,0.227918,0.790452,0.949086,0.171433,0.877601,0.272566,0.182512,0.939723
4cucslsiEgezV2o900Ykg3,DJ Shadow,Endtroducing.....,Building Steam With A Grain Of Salt,0.613,0.832,-9.187,0.0281,0.388,0.95,0.0865,0.48,164.876,0.131447,0.897111,0.871247,0.380761,0.800013,0.318917,0.853152,0.873918
7F2LsC5nFX9KxM9ZZwC89x,Jody Chiang,"台灣名謠, Vol. 1: 秋風夜雨",碎心戀,0.506,0.481,-8.411,0.0328,0.751,0.0,0.302,0.387,124.519,0.730619,0.656038,0.478748,0.700365,0.448697,0.667860,0.594831,0.758458
2zME1tNgLyHCJ29E2uSeJM,Solardo;Vintage Culture;LOWES,Adidas & Pearls,Adidas & Pearls,0.589,0.893,-8.24,0.0428,0.000875,0.00822,0.0917,0.433,125.0,0.046241,0.894222,0.849001,0.440716,0.915144,0.171273,0.289153,0.732613
4ITIaQ64inKaI9rjRoNcLo,Bishop Briggs,Обратно в клас - rock,River,0.726,0.484,-6.708,0.0477,0.274,2.42e-06,0.0874,0.561,62.492,0.651167,0.728074,0.772414,0.474371,0.815971,0.451835,0.756834,0.601587
19mM8MZLnS27poKhi2vDhn,SwitchOTR,"Coming for You (feat. Loski, Bandokay & Izzpot) [Remix]",Coming for You - Freestyle,0.898,0.303,-6.68,0.403,0.219,0.000962,0.0633,0.68,140.23,0.180617,0.772811,0.805986,0.274083,0.544835,0.530608,0.479794,0.834667
7MmCtSgteCZnHA40oOSGSp,Stealers Wheel,Fiesta temática 70s,Stuck In The Middle With You,0.768,0.759,-4.472,0.0348,0.134,9.56e-05,0.0531,0.96,124.201,0.323521,0.877068,0.937983,0.125708,0.730708,0.381401,0.419339,0.814054
78NE0GPCrpOVGkWKopqhHI,Tough Love,Toolroom Amsterdam 2022,Annihilation,0.739,0.798,-5.446,0.0839,0.00195,0.85,0.0818,0.34,124.01,0.061035,0.910610,0.792755,0.344317,0.870466,0.201919,0.853877,0.832591
1eJZGGcsqMhvtZaSOFQSJm,Alfredo Kraus,The Voice of Spain,Júrame,0.275,0.217,-14.65,0.037,0.952,0.0,0.24,0.395,90.518,0.901281,0.449033,0.249343,0.919934,0.316867,0.802797,0.731574,0.228349
1s4ZKdemS4cQJJvs0IYjZ4,Papon,Niyoror Ghodhuli,Jonake Bisare Ki,0.664,0.543,-8.362,0.0308,0.419,4.05e-05,0.0713,0.561,149.971,0.337862,0.871205,0.828231,0.285010,0.660532,0.636227,0.525580,0.819530
5elW2CKSoqjYoJ32AGDxf1,ENHYPEN,DIMENSION : ANSWER,Polaroid Love,0.738,0.67,-3.766,0.0439,0.458,0.0,0.361,0.651,138.055,0.291191,0.900878,0.873919,0.382219,0.722849,0.341383,0.537303,0.830575
7K8ynCu1uyHNR23IokFDK5,Sweet Little Band,Les Tout - Petits Ecoutent Beatles,Yellow Submarine,0.643,0.262,-9.201,0.0333,0.324,0.0,0.158,0.776,113.051,0.633776,0.693218,0.860414,0.230541,0.310660,0.624405,0.810897,0.444611
6GGALcTTJ5jSvRtm4kHVcU,Die Flippers,Mit den Flippers um die Welt,Mitternacht in Trinidad,0.651,0.755,-11.768,0.0359,0.274,0.0,0.0807,0.74,130.733,0.205039,0.743644,0.909787,0.130934,0.720337,0.353958,0.524296,0.797224
6q7bXTv3yBedHblKRoC5uu,Prateek Kuhad,Karwaan,Kadam,0.55,0.356,-14.142,0.0405,0.637,0.187,0.32,0.343,159.911,0.538592,0.801033,0.483939,0.851575,0.754982,0.582437,0.785686,0.624085
